"STATION","NAME","DATE","MDPR","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS","WT01","WT03","WT04","WT05","WT06","WT11"
"USC00436995","RUTLAND, VT US","2004-12-28",,"0.00","0.0","1.0","21","-6","21",,,,,,
"USC00436995","RUTLAND, VT US","2004-12-29",,"0.00","0.0","1.0","35","15","31",,,,,,
"USC00436995","RUTLAND, VT US","2004-12-30",,"0.00","0.0","1.0","36","22","22",,,,,,
"USC00436995","RUTLAND, VT US","2004-12-31",,"0.01","0.0","0.0","47","17","47",,,,,,
"USC00436995","RUTLAND, VT US","2005-01-01",,"0.00","0.0","0.0","47","27","27",,,,,,
"USC00436995","RUTLAND, VT US","2005-01-02",,"0.02","0.0","0.0","35","17","33",,,,,,
"USC00436995","RUTLAND, VT US","2005-01-03",,"0.28","0.0","0.0","45","33","37",,,,,,
"USC00436995","RUTLAND, VT US","2005-01-04",,"0.12","1.5","1.0","37","31","31",,,,,,
"USC00436995","RUTLAND, VT US","2005-01-05",,"0.00","0.0","1.0","31","17","17",,,,,,
"USC00436995","RUTLAND, VT US","2005-01-06",,"0.21","2.5","2.0","34","17","32",,,,,,
"USC00436995","RUTLAND, VT US","2005-01-07",,"0.00","0.0","2.0","34","21","21",,,,,,
"USC00436995","RUTLAND, VT US","2005-01-08",,"0.28","3.5","4.0","29","19","26",,,,,,
"USC00436995","RUTLAND, VT US","2005-01-09",,"0.00","0.0","4.0","34","7","28",,,,,,
"USC00436995","RUTLAND, VT US","2005-01-10",,"0.00","0.0","4.0","38","24","34",,,,,,
"USC00436995","RUTLAND, VT US","2005-01-11",,"0.00","0.0","3.0","34","16","24",,,,,,
"USC00436995","RUTLAND, VT US","2005-01-12",,"0.03","0.0","2.0","34","24","34",,,,,,
"USC00436995","RUTLAND, VT US","2005-01-13",,"0.00","0.0","0.0","55","33","52",,,,,,
"USC00436995","RUTLAND, VT US","2005-01-14",,"1.04","3.5","3.0","64","27","27",,,,,,
"USC00436995","RUTLAND, VT US","2005-01-15",,"0.00","0.0","3.0","27","11","11",,,,,,
"USC00436995","RUTLAND, VT US","2005-01-16",,"0.00","0.0","3.0","25","7","24",,,,,,
"USC00436995","RUTLAND, VT US","2005-01-17",,"0.06","0.5","3.0","24","6","6",,,,,,
"USC00436995","RUTLAND, VT US","2005-01-18",,"0.00","0.0","3.0","6","-6","-6",,,,,,
"USC00436995","RUTLAND, VT US","2005-01-19",,"0.03","0.5","3.0","20","-10","16",,,,,,
"USC00436995","RUTLAND, VT US","2005-01-20",,"0.09","1.5","4.0","20","3","3",,,,,,
"USC00436995","RUTLAND, VT US","2005-01-21",,"0.00","0.0","4.0","3","-13","-6",,,,,,
"USC00436995","RUTLAND, VT US","2005-01-22",,"0.09","1.0","5.0","3","-19","3",,,,,,
"USC00436995","RUTLAND, VT US","2005-01-23",,"0.59","6.0","10.0","10","-3","3",,,,,,
"USC00436995","RUTLAND, VT US","2005-01-24",,"0.00","0.0","8.0","16","-18","14",,,,,,
"USC00436995","RUTLAND, VT US","2005-01-25",,"0.11","1.5","9.0","18","6","6",,,,,,
"USC00436995","RUTLAND, VT US","2005-01-26",,"0.20","2.5","11.0","11","1","1",,,,,,
"USC00436995","RUTLAND, VT US","2005-01-27",,"0.00","0.0","11.0","10","-20","0",,,,,,
"USC00436995","RUTLAND, VT US","2005-01-28",,"0.00","0.0","11.0","13","-21","0",,,,,,
"USC00436995","RUTLAND, VT US","2005-01-29",,"0.00","0.0","10.0","33","-13","3",,,,,,
"USC00436995","RUTLAND, VT US","2005-01-30",,"0.00","0.0","10.0","32","3","17",,,,,,
"USC00436995","RUTLAND, VT US","2005-01-31",,"0.00","0.0","9.0","32","-5","21",,,,,,
"USC00436995","RUTLAND, VT US","2005-02-01",,"0.00","0.0","9.0","41","-3","13",,,,,,
"USC00436995","RUTLAND, VT US","2005-02-02",,"0.00","0.0","9.0","41","-3","17",,,,,,
"USC00436995","RUTLAND, VT US","2005-02-03",,"0.00","0.0","8.0","43","3","27",,,,,,
"USC00436995","RUTLAND, VT US","2005-02-04",,"0.00","0.0","8.0","43","16","33",,,,,,
"USC00436995","RUTLAND, VT US","2005-02-05",,"0.00","0.0","7.0","45","15","38",,,,,,
"USC00436995","RUTLAND, VT US","2005-02-06",,"0.00","0.0","6.0","48","15","30",,,,,,
"USC00436995","RUTLAND, VT US","2005-02-07",,"0.00","0.0","6.0","54","21","36",,,,,,
"USC00436995","RUTLAND, VT US","2005-02-08",,"0.06","0.0","5.0","41","30","37",,,,,,
"USC00436995","RUTLAND, VT US","2005-02-09",,"0.04","0.0","5.0","38","32","32",,,,,,
"USC00436995","RUTLAND, VT US","2005-02-10",,"1.01","11.0","15.0","32","21","21",,,,,,
"USC00436995","RUTLAND, VT US","2005-02-11",,"0.07","2.0","15.0","34","17","26",,,,,,
"USC00436995","RUTLAND, VT US","2005-02-12",,"0.00","0.0","14.0","38","15","30",,,,,,
"USC00436995","RUTLAND, VT US","2005-02-13",,"0.09","3.5","16.0","30","12","18",,,,,,
"USC00436995","RUTLAND, VT US","2005-02-14",,"0.00","0.0","16.0","32","-4","32",,,,,,
"USC00436995","RUTLAND, VT US","2005-02-15",,"0.17","0.0","12.0","43","33","33",,,,,,
"USC00436995","RUTLAND, VT US","2005-02-16",,"0.42","0.5","10.0","56","28","33",,,,,,
"USC00436995","RUTLAND, VT US","2005-02-17",,"0.00","0.0","8.0","36","18","21",,,,,,
"USC00436995","RUTLAND, VT US","2005-02-18",,"0.02","1.0","8.0","28","18","18",,,,,,
"USC00436995","RUTLAND, VT US","2005-02-19",,"0.02","1.0","8.0","24","-3","17",,,,,,
"USC00436995","RUTLAND, VT US","2005-02-20",,"0.00","0.5","8.0","25","7","15",,,,,,
"USC00436995","RUTLAND, VT US","2005-02-21",,"0.10","3.0","10.0","26","12","26",,,,,,
"USC00436995","RUTLAND, VT US","2005-02-22",,"0.02","1.0","10.0","37","26","32",,,,,,
"USC00436995","RUTLAND, VT US","2005-02-23",,"0.05","1.0","11.0","32","18","18",,,,,,
"USC00436995","RUTLAND, VT US","2005-02-24",,"0.01","0.0","11.0","27","-5","17",,,,,,
"USC00436995","RUTLAND, VT US","2005-02-25",,"0.01","0.5","10.0","31","3","20",,,,,,
"USC00436995","RUTLAND, VT US","2005-02-26",,"0.00","0.0","10.0","27","-2","17",,,,,,
"USC00436995","RUTLAND, VT US","2005-02-27",,"0.00","0.0","10.0","33","-5","19",,,,,,
"USC00436995","RUTLAND, VT US","2005-02-28",,"0.00","0.0","10.0","33","3","30",,,,,,
"USC00436995","RUTLAND, VT US","2005-03-01",,"0.45","7.0","16.0","31","21","22",,,,,,
"USC00436995","RUTLAND, VT US","2005-03-02",,"0.07","2.0","18.0","30","19","22",,,,,,
"USC00436995","RUTLAND, VT US","2005-03-03",,"0.00","1.0","18.0","26","1","20",,,,,,
"USC00436995","RUTLAND, VT US","2005-03-04",,"0.00","0.0","17.0","31","-3","27",,,,,,
"USC00436995","RUTLAND, VT US","2005-03-05",,"0.00","0.0","16.0","44","1","37",,,,,,
"USC00436995","RUTLAND, VT US","2005-03-06",,"0.00","0.0","16.0","36","26","36",,,,,,
"USC00436995","RUTLAND, VT US","2005-03-07",,"0.00","0.0","14.0","53","32","52",,,,,,
"USC00436995","RUTLAND, VT US","2005-03-08",,"0.52","5.0","12.0","52","10","12",,,,,,
"USC00436995","RUTLAND, VT US","2005-03-09",,"0.03","1.0","12.0","21","3","15",,,,,,
"USC00436995","RUTLAND, VT US","2005-03-10",,"0.00","0.0","12.0","28","-1","21",,,,,,
"USC00436995","RUTLAND, VT US","2005-03-11",,"0.00","0.0","10.0","31","6","28",,,,,,
"USC00436995","RUTLAND, VT US","2005-03-12",,"0.35","6.0","16.0","31","27","28",,,,,,
"USC00436995","RUTLAND, VT US","2005-03-13",,"0.09","2.0","16.0","41","25","28",,,,,,
"USC00436995","RUTLAND, VT US","2005-03-14",,"0.09","3.0","15.0","42","7","29",,,,,,
"USC00436995","RUTLAND, VT US","2005-03-15",,"0.00","0.0","10.0","43","27","33",,,,,,
"USC00436995","RUTLAND, VT US","2005-03-16",,"0.00","0.0","8.0","46","22","30",,,,,,
"USC00436995","RUTLAND, VT US","2005-03-17",,"0.00","0.0","7.0","42","12","32",,,,,,
"USC00436995","RUTLAND, VT US","2005-03-18",,"0.00","0.0","7.0","43","23","33",,,,,,
"USC00436995","RUTLAND, VT US","2005-03-19",,"0.00","0.0","7.0","45","12","26",,,,,,
"USC00436995","RUTLAND, VT US","2005-03-20",,"0.00","0.0","6.0","50","13","43",,,,,,
"USC00436995","RUTLAND, VT US","2005-03-21",,"0.00","0.0","6.0","49","15","45",,,,,,
"USC00436995","RUTLAND, VT US","2005-03-22",,"0.00","0.0","5.0","53","18","41",,,,,,
"USC00436995","RUTLAND, VT US","2005-03-23",,"0.00","0.0","5.0","49","27","30",,,,,,
"USC00436995","RUTLAND, VT US","2005-03-24",,"0.00","0.0","4.0","49","28","33",,,,,,
"USC00436995","RUTLAND, VT US","2005-03-25",,"0.00","0.0","4.0","45","27","32",,,,,,
"USC00436995","RUTLAND, VT US","2005-03-26",,"0.00","0.0","4.0","50","15","30",,,,,,
"USC00436995","RUTLAND, VT US","2005-03-27",,"0.00","0.0","4.0","53","18","33",,,,,,
"USC00436995","RUTLAND, VT US","2005-03-28",,"1.15","0.0","3.0","40","30","38",,,,,,
"USC00436995","RUTLAND, VT US","2005-03-29",,"0.05","0.0","2.0","43","33","33",,,,,,
"USC00436995","RUTLAND, VT US","2005-03-30",,"0.00","0.0","2.0","56","27","37",,,,,,
"USC00436995","RUTLAND, VT US","2005-03-31",,"0.00","0.0","1.0","60","29","54",,,,,,
"USC00436995","RUTLAND, VT US","2005-04-01",,"0.00","0.0","0.0","57","40","48",,,,,,
"USC00436995","RUTLAND, VT US","2005-04-02",,"0.88","0.0","0.0","48","35","45",,,,,,
"USC00436995","RUTLAND, VT US","2005-04-03",,"0.34","0.0","0.0","58","32","38",,,,,,
"USC00436995","RUTLAND, VT US","2005-04-04",,"0.04","0.0","0.0","44","36","42",,,,,,
"USC00436995","RUTLAND, VT US","2005-04-05",,"0.00","0.0","0.0","60","33","40",,,,,,
"USC00436995","RUTLAND, VT US","2005-04-06",,"0.00","0.0","0.0","70","36","64",,,,,,
"USC00436995","RUTLAND, VT US","2005-04-07",,"0.00","0.0","0.0","64","39","60",,,,,,
"USC00436995","RUTLAND, VT US","2005-04-08",,"0.27","0.0","0.0","64","35","44",,,,,,
"USC00436995","RUTLAND, VT US","2005-04-09",,"0.00","0.0","0.0","64","27","61",,,,,,
"USC00436995","RUTLAND, VT US","2005-04-10",,"0.00","0.0","0.0","66","27","57",,,,,,
"USC00436995","RUTLAND, VT US","2005-04-11",,"0.00","0.0","0.0","56","27","44",,,,,,
"USC00436995","RUTLAND, VT US","2005-04-12",,"0.00","0.0","0.0","50","24","39",,,,,,
"USC00436995","RUTLAND, VT US","2005-04-13",,"0.00","0.0","0.0","54","29","47",,,,,,
"USC00436995","RUTLAND, VT US","2005-04-14",,"0.00","0.0","0.0","55","27","38",,,,,,
"USC00436995","RUTLAND, VT US","2005-04-15",,"0.00","0.0","0.0","60","25","37",,,,,,
"USC00436995","RUTLAND, VT US","2005-04-16",,"0.00","0.0","0.0","70","25","41",,,,,,
"USC00436995","RUTLAND, VT US","2005-04-17",,"0.00","0.0","0.0","72","27","48",,,,,,
"USC00436995","RUTLAND, VT US","2005-04-18",,"0.00","0.0","0.0","68","37","50",,,,,,
"USC00436995","RUTLAND, VT US","2005-04-19",,"0.00","0.0","0.0","78","28","75",,,,,,
"USC00436995","RUTLAND, VT US","2005-04-20",,"0.00","0.0","0.0","78","39","50",,,,,,
"USC00436995","RUTLAND, VT US","2005-04-21",,"0.36","0.0","0.0","54","34","44",,,,,,
"USC00436995","RUTLAND, VT US","2005-04-22",,"0.00","0.0","0.0","67","24","57",,,,,,
"USC00436995","RUTLAND, VT US","2005-04-23",,"0.62","0.0","0.0","57","39","52",,,,,,
"USC00436995","RUTLAND, VT US","2005-04-24",,"0.11","0.0","0.0","67","40","57",,,,,,
"USC00436995","RUTLAND, VT US","2005-04-25",,"0.04","0.0","0.0","60","35","42",,,,,,
"USC00436995","RUTLAND, VT US","2005-04-26",,"0.07","0.0","0.0","70","35","68",,,,,,
"USC00436995","RUTLAND, VT US","2005-04-27",,"0.06","0.0","0.0","68","35","58",,,,,,
"USC00436995","RUTLAND, VT US","2005-04-28",,"0.28","0.0","0.0","58","43","50",,,,,,
"USC00436995","RUTLAND, VT US","2005-04-29",,"0.00","0.0","0.0","60","36","54",,,,,,
"USC00436995","RUTLAND, VT US","2005-04-30",,"0.22","0.0","0.0","57","37","51",,,,,,
"USC00436995","RUTLAND, VT US","2005-05-01",,"0.08","0.0","0.0","57","43","50",,,,,,
"USC00436995","RUTLAND, VT US","2005-05-02",,"0.00","0.0","0.0","60","30","42",,,,,,
"USC00436995","RUTLAND, VT US","2005-05-03",,"0.02","0.0","0.0","56","30","45",,,,,,
"USC00436995","RUTLAND, VT US","2005-05-04",,"0.00","0.0","0.0","53","30","43",,,,,,
"USC00436995","RUTLAND, VT US","2005-05-05",,"0.00","0.0","0.0","65","27","57",,,,,,
"USC00436995","RUTLAND, VT US","2005-05-06",,"0.00","0.0","0.0","66","31","61",,,,,,
"USC00436995","RUTLAND, VT US","2005-05-07",,"0.00","0.0","0.0","61","38","50",,,,,,
"USC00436995","RUTLAND, VT US","2005-05-08",,"0.00","0.0","0.0","53","43","49",,,,,,
"USC00436995","RUTLAND, VT US","2005-05-09",,"0.00","0.0","0.0","71","45","65",,,,,,
"USC00436995","RUTLAND, VT US","2005-05-10",,"0.00","0.0","0.0","81","42","75",,,,,,
"USC00436995","RUTLAND, VT US","2005-05-11",,"0.00","0.0","0.0","86","48","81",,,,,,
"USC00436995","RUTLAND, VT US","2005-05-12",,"0.00","0.0","0.0","81","35","49",,,,,,
"USC00436995","RUTLAND, VT US","2005-05-13",,"0.00","0.0","0.0","61","28","58",,,,,,
"USC00436995","RUTLAND, VT US","2005-05-14",,"0.00","0.0","0.0","67","34","65",,,,,,
"USC00436995","RUTLAND, VT US","2005-05-15",,"0.51","0.0","0.0","65","51","55",,,,,,
"USC00436995","RUTLAND, VT US","2005-05-16",,"0.18","0.0","0.0","64","47","59",,,,,,
"USC00436995","RUTLAND, VT US","2005-05-17",,"0.00","0.0","0.0","59","34","51",,,,,,
"USC00436995","RUTLAND, VT US","2005-05-18",,"0.00","0.0","0.0","62","43","53",,,,,,
"USC00436995","RUTLAND, VT US","2005-05-19",,"0.00","0.0","0.0","68","34","61",,,,,,
"USC00436995","RUTLAND, VT US","2005-05-20",,"0.00","0.0","0.0","71","33","51",,,,,,
"USC00436995","RUTLAND, VT US","2005-05-21",,"0.00","0.0","0.0","63","37","53",,,,,,
"USC00436995","RUTLAND, VT US","2005-05-22",,"0.33","0.0","0.0","53","44","48",,,,,,
"USC00436995","RUTLAND, VT US","2005-05-23",,"0.12","0.0","0.0","56","46","52",,,,,,
"USC00436995","RUTLAND, VT US","2005-05-24",,"0.13","0.0","0.0","60","45","58",,,,,,
"USC00436995","RUTLAND, VT US","2005-05-25",,"0.12","0.0","0.0","58","46","56",,,,,,
"USC00436995","RUTLAND, VT US","2005-05-26",,"0.04","0.0","0.0","56","50","50",,,,,,
"USC00436995","RUTLAND, VT US","2005-05-27",,"0.03","0.0","0.0","68","45","58",,,,,,
"USC00436995","RUTLAND, VT US","2005-05-28",,"0.00","0.0","0.0","76","45","63",,,,,,
"USC00436995","RUTLAND, VT US","2005-05-29",,"0.00","0.0","0.0","74","53","61",,,,,,
"USC00436995","RUTLAND, VT US","2005-05-30",,"0.00","0.0","0.0","75","50","65",,,,,,
"USC00436995","RUTLAND, VT US","2005-05-31",,"0.27","0.0","0.0","73","51","64",,,,,,
"USC00436995","RUTLAND, VT US","2005-06-01",,"0.00","0.0","0.0","77","46","67",,,,,,
"USC00436995","RUTLAND, VT US","2005-06-02",,"0.00","0.0","0.0","83","50","70",,,,,,
"USC00436995","RUTLAND, VT US","2005-06-03",,"0.00","0.0","0.0","83","53","71",,,,,,
"USC00436995","RUTLAND, VT US","2005-06-04",,"0.00","0.0","0.0","88","50","75",,,,,,
"USC00436995","RUTLAND, VT US","2005-06-05",,"0.00","0.0","0.0","85","53","70",,,,,,
"USC00436995","RUTLAND, VT US","2005-06-06",,"0.68","0.0","0.0","82","57","68",,,,,,
"USC00436995","RUTLAND, VT US","2005-06-07",,"0.00","0.0","0.0","87","50","72",,,,,,
"USC00436995","RUTLAND, VT US","2005-06-08",,"0.21","0.0","0.0","86","53","70",,,,,,
"USC00436995","RUTLAND, VT US","2005-06-09",,"0.00","0.0","0.0","91","61","78",,,,,,
"USC00436995","RUTLAND, VT US","2005-06-10",,"0.31","0.0","0.0","89","65","80",,,,,,
"USC00436995","RUTLAND, VT US","2005-06-11",,"0.00","0.0","0.0","91","66","81",,,,,,
"USC00436995","RUTLAND, VT US","2005-06-12",,"0.00","0.0","0.0","89","68","80",,,,,,
"USC00436995","RUTLAND, VT US","2005-06-13",,"0.00","0.0","0.0","91","70","81",,,,,,
"USC00436995","RUTLAND, VT US","2005-06-14",,"1.69","0.0","0.0","81","69","71",,,,,,
"USC00436995","RUTLAND, VT US","2005-06-15",,"0.17","0.0","0.0","71","53","57",,,,,,
"USC00436995","RUTLAND, VT US","2005-06-16",,"0.21","0.0","0.0","62","52","59",,,,,,
"USC00436995","RUTLAND, VT US","2005-06-17",,"1.92","0.0","0.0","65","53","59",,,,,,
"USC00436995","RUTLAND, VT US","2005-06-18",,"0.22","0.0","0.0","65","53","60",,,,,,
"USC00436995","RUTLAND, VT US","2005-06-19",,"0.00","0.0","0.0","70","53","63",,,,,,
"USC00436995","RUTLAND, VT US","2005-06-20",,"0.00","0.0","0.0","81","48","70",,,,,,
"USC00436995","RUTLAND, VT US","2005-06-21",,"0.00","0.0","0.0","86","50","72",,,,,,
"USC00436995","RUTLAND, VT US","2005-06-22",,"0.04","0.0","0.0","72","50","63",,,,,,
"USC00436995","RUTLAND, VT US","2005-06-23",,"0.00","0.0","0.0","77","43","72",,,,,,
"USC00436995","RUTLAND, VT US","2005-06-24",,"0.00","0.0","0.0","84","48","76",,,,,,
"USC00436995","RUTLAND, VT US","2005-06-25",,"0.00","0.0","0.0","93","57","82",,,,,,
"USC00436995","RUTLAND, VT US","2005-06-26",,"0.00","0.0","0.0","92","66","90",,,,,,
"USC00436995","RUTLAND, VT US","2005-06-27",,"0.00","0.0","0.0","92","63","84",,,,,,
"USC00436995","RUTLAND, VT US","2005-06-28",,"0.20","0.0","0.0","87","66","76",,,,,,
"USC00436995","RUTLAND, VT US","2005-06-29",,"0.04","0.0","0.0","82","66","79",,,,,,
"USC00436995","RUTLAND, VT US","2005-06-30",,"0.00","0.0","0.0","87","68","78",,,,,,
"USC00436995","RUTLAND, VT US","2005-07-01",,"0.00","0.0","0.0","87","69","75",,,,,,
"USC00436995","RUTLAND, VT US","2005-07-02",,"0.02","0.0","0.0","84","62","62",,,,,,
"USC00436995","RUTLAND, VT US","2005-07-03",,"0.00","0.0","0.0","73","48","52",,,,,,
"USC00436995","RUTLAND, VT US","2005-07-04",,"0.00","0.0","0.0","81","52","64",,,,,,
"USC00436995","RUTLAND, VT US","2005-07-05",,"0.00","0.0","0.0","84","59","65",,,,,,
"USC00436995","RUTLAND, VT US","2005-07-06",,,"0.0","0.0",,,,,,,,,
"USC00436995","RUTLAND, VT US","2005-07-07","0.04",,"0.0","0.0","67","62","64",,,,,,
"USC00436995","RUTLAND, VT US","2005-07-08",,"0.00","0.0","0.0","75","60","61",,,,,,
"USC00436995","RUTLAND, VT US","2005-07-09",,"1.70","0.0","0.0","68","57","59",,,,,,
"USC00436995","RUTLAND, VT US","2005-07-10",,"0.40","0.0","0.0","64","58","62",,,,,,
"USC00436995","RUTLAND, VT US","2005-07-11",,"0.00","0.0","0.0",,,,,,,,,
"USC00436995","RUTLAND, VT US","2005-07-12",,"0.00","0.0","0.0","89","59","62",,,,,,
"USC00436995","RUTLAND, VT US","2005-07-13",,"0.00","0.0","0.0","90","62","70",,,,,,
"USC00436995","RUTLAND, VT US","2005-07-14",,"0.00","0.0","0.0","86","69","71",,,,,,
"USC00436995","RUTLAND, VT US","2005-07-15",,"0.07","0.0","0.0","81","67","67",,,,,,
"USC00436995","RUTLAND, VT US","2005-07-16",,"0.00","0.0","0.0","86","62","72",,,,,,
"USC00436995","RUTLAND, VT US","2005-07-17",,"0.15","0.0","0.0","89","70","73",,,,,,
"USC00436995","RUTLAND, VT US","2005-07-18",,"0.44","0.0","0.0","84","72","73",,,,,,
"USC00436995","RUTLAND, VT US","2005-07-19",,"0.00","0.0","0.0","89","68","72",,,,,,
"USC00436995","RUTLAND, VT US","2005-07-20",,"0.21","0.0","0.0","88","60","60",,,,,,
"USC00436995","RUTLAND, VT US","2005-07-21",,"0.00","0.0","0.0","86","60","62",,,,,,
"USC00436995","RUTLAND, VT US","2005-07-22",,"0.00","0.0","0.0","88","62","64",,,,,,
"USC00436995","RUTLAND, VT US","2005-07-23",,"0.51","0.0","0.0","86","62","63",,,,,,
"USC00436995","RUTLAND, VT US","2005-07-24",,"0.04","0.0","0.0","79","54","55",,,,,,
"USC00436995","RUTLAND, VT US","2005-07-25",,"0.00","0.0","0.0","82","55","66",,,,,,
"USC00436995","RUTLAND, VT US","2005-07-26",,"0.00","0.0","0.0","88","59","60",,,,,,
"USC00436995","RUTLAND, VT US","2005-07-27",,"0.16","0.0","0.0","90","60","75",,,,,,
"USC00436995","RUTLAND, VT US","2005-07-28",,"0.31","0.0","0.0","82","53","57",,,,,,
"USC00436995","RUTLAND, VT US","2005-07-29",,"0.00","0.0","0.0","80","51","56",,,,,,
"USC00436995","RUTLAND, VT US","2005-07-30",,"0.00","0.0","0.0","85","56","64",,,,,,
"USC00436995","RUTLAND, VT US","2005-07-31",,"0.00","0.0","0.0","82","56","66",,,,,,
"USC00436995","RUTLAND, VT US","2005-08-01",,"0.11","0.0","0.0","82","63","74",,,,,,
"USC00436995","RUTLAND, VT US","2005-08-02",,"0.00","0.0","0.0","87","62","78",,,,,,
"USC00436995","RUTLAND, VT US","2005-08-03",,"0.00","0.0","0.0","85","62","81",,,,,,
"USC00436995","RUTLAND, VT US","2005-08-04",,"0.00","0.0","0.0","90","63","86",,,,,,
"USC00436995","RUTLAND, VT US","2005-08-05",,"0.00","0.0","0.0","88","66","79",,,,,,
"USC00436995","RUTLAND, VT US","2005-08-06",,"0.00","0.0","0.0","85","59","69",,,,,,
"USC00436995","RUTLAND, VT US","2005-08-07",,"0.00","0.0","0.0","88","52","77",,,,,,
"USC00436995","RUTLAND, VT US","2005-08-08",,"0.00","0.0","0.0","86","57","79",,,,,,
"USC00436995","RUTLAND, VT US","2005-08-09",,"0.00","0.0","0.0","88","62","80",,,,,,
"USC00436995","RUTLAND, VT US","2005-08-10",,"0.00","0.0","0.0","90","63","82",,,,,,
"USC00436995","RUTLAND, VT US","2005-08-11",,"0.00","0.0","0.0","86","65","78",,,,,,
"USC00436995","RUTLAND, VT US","2005-08-12",,"0.02","0.0","0.0","83","63","73",,,,,,
"USC00436995","RUTLAND, VT US","2005-08-13",,"0.25","0.0","0.0","89","69","83",,,,,,
"USC00436995","RUTLAND, VT US","2005-08-14",,"0.10","0.0","0.0","83","65","70",,,,,,
"USC00436995","RUTLAND, VT US","2005-08-15",,"0.06","0.0","0.0","82","63","70",,,,,,
"USC00436995","RUTLAND, VT US","2005-08-16",,"0.00","0.0","0.0","82","60","67",,,,,,
"USC00436995","RUTLAND, VT US","2005-08-17",,"0.00","0.0","0.0","79","59","69",,,,,,
"USC00436995","RUTLAND, VT US","2005-08-18",,"0.00","0.0","0.0","75","43","67",,,,,,
"USC00436995","RUTLAND, VT US","2005-08-19",,"0.00","0.0","0.0","78","48","70",,,,,,
"USC00436995","RUTLAND, VT US","2005-08-20",,"0.45","0.0","0.0","76","48","70",,,,,,
"USC00436995","RUTLAND, VT US","2005-08-21",,"1.01","0.0","0.0","83","63","70",,,,,,
"USC00436995","RUTLAND, VT US","2005-08-22",,"0.05","0.0","0.0","78","63","68",,,,,,
"USC00436995","RUTLAND, VT US","2005-08-23",,"0.00","0.0","0.0","75","55","65",,,,,,
"USC00436995","RUTLAND, VT US","2005-08-24",,"0.00","0.0","0.0","72","56","66",,,,,,
"USC00436995","RUTLAND, VT US","2005-08-25",,"0.00","0.0","0.0","82","48","68",,,,,,
"USC00436995","RUTLAND, VT US","2005-08-26",,"0.00","0.0","0.0","82","48","67",,,,,,
"USC00436995","RUTLAND, VT US","2005-08-27",,"0.00","0.0","0.0","83","50","77",,,,,,
"USC00436995","RUTLAND, VT US","2005-08-28",,"0.22","0.0","0.0","74","59","70",,,,,,
"USC00436995","RUTLAND, VT US","2005-08-29",,"1.17","0.0","0.0","83","63","73",,,,,,
"USC00436995","RUTLAND, VT US","2005-08-30",,"0.11","0.0","0.0","76","67","71",,,,,,
"USC00436995","RUTLAND, VT US","2005-08-31",,"1.01","0.0","0.0","82","65","80",,,,,,
"USC00436995","RUTLAND, VT US","2005-09-01",,"0.20","0.0","0.0","81","62","71",,,,,,
"USC00436995","RUTLAND, VT US","2005-09-02",,"0.00","0.0","0.0","82","53","77",,,,,,
"USC00436995","RUTLAND, VT US","2005-09-03",,"0.00","0.0","0.0","79","55","68",,,,,,
"USC00436995","RUTLAND, VT US","2005-09-04",,"0.00","0.0","0.0","75","55","65",,,,,,
"USC00436995","RUTLAND, VT US","2005-09-05",,"0.00","0.0","0.0","74","43","66",,,,,,
"USC00436995","RUTLAND, VT US","2005-09-06",,"0.00","0.0","0.0","81","46","70",,,,,,
"USC00436995","RUTLAND, VT US","2005-09-07",,"0.00","0.0","0.0","84","48","72",,,,,,
"USC00436995","RUTLAND, VT US","2005-09-08",,"0.00","0.0","0.0","81","50","69",,,,,,
"USC00436995","RUTLAND, VT US","2005-09-09",,"0.00","0.0","0.0","74","56","66",,,,,,
"USC00436995","RUTLAND, VT US","2005-09-10",,"0.00","0.0","0.0","68","42","62",,,,,,
"USC00436995","RUTLAND, VT US","2005-09-11",,"0.00","0.0","0.0","74","35","63",,,,,,
"USC00436995","RUTLAND, VT US","2005-09-12",,"0.00","0.0","0.0","86","45","72",,,,,,
"USC00436995","RUTLAND, VT US","2005-09-13",,"0.00","0.0","0.0","88","58","74",,,,,,
"USC00436995","RUTLAND, VT US","2005-09-14",,"0.00","0.0","0.0","89","57","72",,,,,,
"USC00436995","RUTLAND, VT US","2005-09-15",,"1.92","0.0","0.0","76","63","67",,"    1",,,,
"USC00436995","RUTLAND, VT US","2005-09-16",,"0.00","0.0","0.0","74","62","70",,,,,,
"USC00436995","RUTLAND, VT US","2005-09-17",,"0.07","0.0","0.0","76","63","70",,,,,,
"USC00436995","RUTLAND, VT US","2005-09-18",,"0.04","0.0","0.0","70","60","63",,,,,,
"USC00436995","RUTLAND, VT US","2005-09-19",,"0.00","0.0","0.0","80","51","78",,,,,,
"USC00436995","RUTLAND, VT US","2005-09-20",,"0.75","0.0","0.0","78","54","68",,,,,,
"USC00436995","RUTLAND, VT US","2005-09-21",,"0.00","0.0","0.0","81","52","72",,,,,,
"USC00436995","RUTLAND, VT US","2005-09-22",,"0.00","0.0","0.0","83","48","69",,,,,,
"USC00436995","RUTLAND, VT US","2005-09-23",,"0.00","0.0","0.0","70","53","59",,,,,,
"USC00436995","RUTLAND, VT US","2005-09-24",,"0.00","0.0","0.0","68","39","62",,,,,,
"USC00436995","RUTLAND, VT US","2005-09-25",,"0.00","0.0","0.0","63","39","62",,,,,,
